Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due date,Custom field (Composant),Labels,Labels,Labels,Labels
Task,MGPSUP-352,19319,[Vinted] Refund failed. Mais emoney débitée,matthieu,florian,Blocker,Done,Fixed,2014-12-08 19:47,2016-12-06 11:34,,,update_production,,,
Task,MGPSUP-346,21217,[Vestiaire] La connexion sous-jacente a été fermée,yann.badre,florian,Blocker,Done,Won't Fix,2015-06-22 20:23,2016-12-06 11:33,,,,,,
Task,MGPSUP-333,22313,Failed preauthorization capture due to incorrect ContractNumberUsed,matthieu,matthieu,Blocker,Done,Won't Fix,2015-08-31 11:33,2016-12-06 11:33,,,,,,
Task,MGPSUP-326,33202,SOFORT payment failed but charged (multiple payline transactions),marine.houze-de-laulnoit,matthieu,Blocker,Done,Done,2016-10-19 12:13,2017-02-09 16:38,,,,,,
Task,MGPSUP-319,19122,[Vestiaire] Erreur 500 sur demandes de virements,removed60,florian,Blocker,Done,Fixed,2014-11-25 12:12,2016-12-06 11:32,,,,,,
Task,MGPSUP-303,25614,Analyse impact of processing of blocked payouts,laure,hugo.bailey,Blocker,Done,Fixed,2016-03-24 12:40,2016-12-06 11:31,,,,,,
Task,MGPSUP-293,33002,[Greenpoint] Manage document with multiple pages (DOCUMENT_INCOMPLETE issue).,taher.sehli,matthieu,Blocker,Done,Fixed,2016-09-30 12:45,2016-12-06 11:31,,,,,,
Task,MGPSUP-290,33248,Refund payin Sofort and Giropay in Failed on payline side and successful on MGP,marine.houze-de-laulnoit,roxana,Blocker,Done,Done,2016-10-20 15:48,2016-12-20 17:18,,,,,,
Task,MGPSUP-279,20143,Virements en statut PROCESSING_PENDING mais non traités,matthieu,matthieu,Blocker,Done,Fixed,2015-03-18 18:16,2016-12-06 11:30,,,,,,
Task,MGPSUP-262,24336,"[PROPERTYMOOSE] payin without 3DS succeded , while requested",svetlana.videnova,svetlana.videnova,Blocker,Done,Won't Fix,2016-01-28 10:29,2016-12-06 11:29,,,,,,
Task,MGPSUP-256,27816,[propertymoose] The card is not compatible with 3DSecure,svetlana.videnova,svetlana.videnova,Blocker,Done,Fixed,2016-05-31 18:03,2016-12-06 11:29,,,,,,
Task,MGPSUP-251,14993,Redescendre en preprod client le correctif des withdrawals qui doublent le solde du wallet,laure,florian,Blocker,Done,Fixed,2013-11-15 19:37,2016-12-06 11:29,,,,,,
Task,MGPSUP-242,33019,Incident [Tuba] - Extract de données transactionnelles ,laure,matthieu,Blocker,Done,Fixed,2016-10-04 10:28,2016-12-06 11:28,,,,,,
Task,MGPSUP-240,24317,[Property Moose] 2 transactions PL pour une unique transaction MGP (2 références PL),hugo.bailey,florian,Blocker,Done,Fixed,2016-01-26 09:33,2016-12-06 11:28,,,,,,
Task,MGPSUP-236,23224,[Costockage] Impossible d'authentifier des appels v2 ,removed60,florian,Blocker,Done,Fixed,2015-11-17 10:26,2016-12-06 11:28,,,,,,
Task,MGPSUP-235,13653,[Ulule] Problème de withdrawal sur le wallet 396497,removed60,matthieu,Blocker,Done,Fixed,2013-04-04 12:52,2016-12-06 11:28,,,,,,
Task,MGPSUP-224,23031,[Reports] Inconsistance entre deux reporting (Cas #2 - Hopwork),matthieu,matthieu,Blocker,Done,Won't Fix,2015-10-30 10:45,2016-12-06 11:28,,,,,,
Task,MGPSUP-211,17822,VINTED FRANCE TOKENIZATION CVV PROBLEM,svetlana,svetlana.videnova,Blocker,Done,Fixed,2014-08-26 15:52,2016-12-06 11:27,,,,,,
Task,MGPSUP-207,24342,[jlmcc] 3 transactions PL pour une unique transaction MGP (1 référence cmd PL)	,hugo.bailey,florian,Blocker,Done,Fixed,2016-01-28 16:47,2016-12-06 11:27,,,,,,
Task,MGPSUP-204,23029,[Reports] Inconsistance entre deux reporting (Cas #1 - Kokoroe),matthieu,matthieu,Blocker,Done,Won't Fix,2015-10-29 16:59,2016-12-06 11:27,,,,,,
Task,MGPSUP-194,19822,Maj statut des payin/direct CREATED en production,matteo.maurizio,matthieu,Blocker,Done,Fixed,2015-02-17 17:49,2016-12-06 11:26,,,update_production,,,
Task,MGPSUP-192,20811,[VINTED] Transferts bloqués en created,florian,florian,Blocker,Done,Fixed,2015-05-11 17:23,2016-12-06 11:26,,,,,,
Task,MGPSUP-173,15269,"Objet avec paramètres ""null"" dans listes des transactions",matthieu,matthieu,Blocker,Done,Won't Fix,2013-12-17 15:23,2016-12-06 11:26,,,,,,
Task,MGPSUP-167,19610,"[Growish] Config client avec ""séquence qui contient plusieurs éléments""",removed60,matthieu,Blocker,Done,Fixed,2015-01-19 10:57,2017-09-28 10:52,,,update_production,,,
Task,MGPSUP-157,19845,Deux lignes pour un même mouvement dans les listes,matteo.maurizio,matthieu,Blocker,Done,Fixed,2015-02-19 19:43,2016-12-06 11:25,,,,,,
Task,MGPSUP-149,15477,"[LaFourchette] ""Configuration moyen de paiement""",laure,florian,Blocker,Done,Fixed,2014-01-16 20:35,2016-12-06 11:25,,,,,,
Task,MGPSUP-147,33905,Desyncro of some GC direct debit payins,florian,hugo.bailey,Blocker,Done,Done,2016-11-08 19:49,2016-12-06 13:12,,,,,,
Task,MGPSUP-137,15290,[Ulule] remboursement de contribution de plus de 11 mois,laure,florian,Blocker,Done,Fixed,2013-12-19 17:31,2016-12-06 11:24,,,,,,
Task,MGPSUP-119,28345,[laruche] Time-out sur POST .../payins/card/direct/,matthieu,roxana,Blocker,Done,Fixed,2016-06-14 18:35,2016-12-06 11:24,,,,,,
Task,MGPSUP-113,21778,[VestiaireCollective] TRANSFER ok mais 500 reçue par le client,matteo.maurizio,florian,Blocker,Done,Fixed,2015-07-28 17:02,2016-12-06 11:23,,,,,,
Task,MGPSUP-112,19460,[Vinted] Mis à jour de statuts de refund,matteo.maurizio,florian,Blocker,Done,Fixed,2014-12-30 20:01,2016-12-06 11:23,,,update_production,,,
Task,MGPSUP-109,23719,Investigate why some dispute retrievals have repudiations,removed41,hugo.bailey,Blocker,Done,Fixed,2015-12-15 08:13,2016-12-06 11:23,2015-12-15 00:00,,,,,
Task,MGPSUP-94,30012,Failed refunds due to PSP or Bank,matthieu,matthieu,Blocker,Done,Fixed,2016-07-15 13:36,2016-12-06 11:23,,,,,,
Task,MGPSUP-93,21780,[PropertyMoose] Incident - Property Moose Mastercard going to the Visa MID,matthieu,florian,Blocker,Done,Won't Fix,2015-07-29 11:03,2016-12-06 11:23,,,,,,
Task,MGPSUP-90,19440,[Vestiaire] La séquence contient plusieurs éléments - KYC,removed60,florian,Blocker,Done,Won't Fix,2014-12-23 15:32,2016-12-06 11:23,,,,,,
Task,MGPSUP-89,21510,[Vestiaire] Plus de notifications  ,laure,florian,Blocker,Done,Fixed,2015-07-06 09:32,2016-12-06 11:23,,,,,,
Task,MGPSUP-60,19251,Incohérence Payline/Mango sur certains statuts de transactions,removed60,matthieu,Blocker,Done,Fixed,2014-12-02 15:39,2016-12-06 11:22,,,,,,
Task,MGPSUP-55,22431,[Vinted] Récupérer la liste des cartes Maestro,matthieu,matthieu,Blocker,Done,Fixed,2015-09-09 14:01,2016-12-06 11:21,,,,,,
Task,MGPSUP-37,27911,[depop] idempotency key lookup error 500,matteo.maurizio,svetlana.videnova,Blocker,Done,Fixed,2016-06-03 12:10,2016-12-06 11:21,,,,,,
Task,MGPSUP-35,34202,Inconsistencies for contractName vs. 3DSName,matthieu,matthieu,Blocker,Done,Fixed,2016-11-15 14:36,2016-12-06 11:21,,,,,,
Task,MGPSUP-30,23323,[gogetfunding5485587] RepudiationSettlement Failed,hugo.bailey,roxana,Blocker,Done,Fixed,2015-11-24 18:50,2016-12-06 11:20,,,,,,
Task,MGPSUP-29,27924,"SOFORT payin failed, amount was charged (Vinted)",sebastian.vetter,sebastian.vetter,Blocker,Done,Fixed,2016-06-06 20:06,2016-12-06 11:20,,,,,,
Task,MGPSUP-26,21144,[Vestiaire] Erreur 500 systématiques sur GET Wallet,laure,florian,Blocker,Done,Fixed,2015-06-19 11:27,2016-12-06 11:20,,,,,,
Task,MGPSUP-24,20029,[VINTED-DE] Paiement sofort débité mais introuvable chez sofort,matthieu,florian,Blocker,Done,Fixed,2015-03-04 16:33,2016-12-06 11:20,,,,,,
Task,MGPSUP-2659,57912,Check any cash-in & cash-out & desync. following August 22nd network incident,,mickael.pois,Critical,To DEV,,2019-09-02 15:42,2019-09-02 16:41,,API,incident,reconciliation,,
Task,MGPSUP-2658,57911,Check any userbalance desync. following August 22nd network incident,laure,mickael.pois,Critical,To DEV,,2019-09-02 15:39,2019-09-02 17:06,,API,incident,reconciliation,update_production,
Bug,MGPSUP-2657,57907,Error when trying to block some Leetchi users,,anthony.denux,Critical,To DEV,,2019-09-02 14:22,2019-09-02 14:53,,BackOffice,fraud,,,
Task,MGPSUP-2652,57815,Check if some KYC docs validation from Greenpoint have not been well saved on MGP side,,mickael.pois,Critical,To DEV,,2019-08-23 12:11,2019-08-28 16:37,,BackOffice,incident,,,
Task,MGPSUP-2650,57803,Check any KYC Level desync. following August 22nd network incident,,mickael.pois,Critical,Done,Fixed,2019-08-22 16:01,2019-09-02 16:21,,API,incident,reconciliation,,
Task,MGPSUP-2649,57799,Check any Payin desync. due to August 22nd network incident,ali.belabbas,mickael.pois,Critical,TAM Analyse,,2019-08-22 14:55,2019-09-02 17:32,,API,incident,,,
Task,MGPSUP-2648,57797,Payouts in success without batchId. due to August 22nd network incident,ali.belabbas,anthony.denux,Critical,Done,Fixed,2019-08-22 14:27,2019-08-26 17:25,,API,incident,,,
Task,MGPSUP-2647,57795,Publish messages due to 22nd August network incident,,mickael.pois,Critical,Done,Fixed,2019-08-22 14:12,2019-08-28 16:34,,API,incident,update_production,,
Task,MGPSUP-2643,57765,GoCardless payment stuck in CREATED but confirmed and paid out by GoCardless,ali.belabbas,tikhoze.banda,Critical,Done,Fixed,2019-08-21 13:12,2019-08-28 14:41,,,,,,
Task,MGPSUP-2638,57696,Find who validated a particular KYC document in 2017,,mickael.pois,Critical,Done,Fixed,2019-08-14 10:42,2019-09-02 17:38,,BackOffice,compliance,kyc,,
Task,MGPSUP-2634,57675,Hidutyfree are making a huge number of GET  on /users/[...]/bankaccounts,roxana,loic.donne,Critical,Done,Fixed,2019-08-12 12:17,2019-08-14 10:54,,API,mangopay,,,
Task,MGPSUP-2631,57632,GoCardless payment stuck in CREATED but confirmed and paid out by GoCardless (does not have a GCL transaction ID in MP BO),oriane.gossiaux,oriane.gossiaux,Critical,Done,Fixed,2019-08-05 16:50,2019-09-02 14:36,,API,GCL,gocardless,reconciliation,update_production
Task,MGPSUP-2625,57609,GoCardless payment stuck in CREATED on our side but paid out by GoCardless,oriane.gossiaux,ali.belabbas,Critical,Done,Fixed,2019-08-01 19:10,2019-08-05 16:02,,API,gocardless,update_production,,
Task,MGPSUP-2619,57594,Weird behaviour on the upload of KYC pages from pumpkin on Production,mathieu.chauveau,farah.chabchoub,Critical,TAM Analyse,,2019-08-01 11:01,2019-09-02 14:30,,QA,kyc,,,
Bug,MGPSUP-2618,57580,SANDBOX - SOLETRADER and ORGANIZATION UserType don't get KYC validated,richard.kaffka,richard.kaffka,Critical,Done,Fixed,2019-07-30 18:02,2019-08-14 11:05,,API,bugfix,compliance,,
Task,MGPSUP-2610,57470,Issue with paypal ratelimiting (and pending refunds),,matthieu,Critical,To DEV,,2019-07-19 15:34,2019-08-22 09:09,,API,paypal,,,
Task,MGPSUP-2597,57388,Augmentation de la Rate limit: homunity-prod,julien.guille,ali.belabbas,Critical,Done,Fixed,2019-07-12 10:56,2019-07-31 10:35,,QA,RateLimit,,,
Task,MGPSUP-2577,57259,GoCardless payment stuck in CREATED but confirmed and paid out by GoCardless (does not have a GCL transaction ID in MP BO),oriane.gossiaux,tikhoze.banda,Critical,Done,Fixed,2019-07-02 17:02,2019-08-05 16:50,,API,gocardless,update_production,,
Task,MGPSUP-2571,57216,[DOCUMENT_WITH_DATA_INVERTED] - Need a clarification with regards to the logic applied on MangoPay side,anthony.denux,anthony.denux,Critical,Done,Fixed,2019-06-28 12:38,2019-07-03 17:35,,,,,,
Task,MGPSUP-2568,57149,"PreAuth stuck on status ""Created"" following the incident of the 23.06.2019",,ali.belabbas,Critical,Won't Do,,2019-06-24 16:00,2019-08-01 15:29,,API,update_production,,,
Task,MGPSUP-2564,57050,Find out why the batch worker in charge of fetching GCL events stopped ,taher.sehli,removed91,Critical,Done,Fixed,2019-06-17 16:15,2019-07-16 11:51,,API,GCL,,,
Task,MGPSUP-2560,57039,Extract the whole list of GCL events (17/06/2019),,removed91,Critical,Done,Fixed,2019-06-17 12:16,2019-06-17 12:19,2019-06-14 00:00,,,,,
Task,MGPSUP-2557,57027,BankingAlias - Virements sur Wallets Ibanisés 11/06 non traités,julien.job,aurelien.rolando,Critical,Done,Fixed,2019-06-14 17:40,2019-07-17 10:54,2019-06-14 00:00,BackOffice,bankingalias,SCT,,
Task,MGPSUP-2556,57024,Extract the whole list of GCL events processed today,,removed91,Critical,Done,Fixed,2019-06-14 16:59,2019-06-17 12:16,2019-06-14 00:00,,,,,
Task,MGPSUP-2553,57021,Analyze why 31 paypal refunds and 93 payline refunds stayed in CREATED,mickael.pois,removed91,Critical,Done,Fixed,2019-06-14 15:56,2019-07-25 17:19,2019-06-14 00:00,API,refund,,,
Task,MGPSUP-2549,57008,BankingAlias - PayIn don't get allocated,julien.job,richard.kaffka,Critical,Done,Fixed,2019-06-14 11:01,2019-07-10 14:32,,,bankingalias,Target2,,
Task,MGPSUP-2541,56959,BankingAlias - PayIn don't get allocated,julien.job,richard.kaffka,Critical,Done,Fixed,2019-06-12 12:31,2019-06-20 10:43,,,bankingalias,Target2,,
Task,MGPSUP-2540,56956,Refund issue end May (foreign cards),matthieu,roxana,Critical,Done,Fixed,2019-06-12 10:12,2019-06-17 13:49,,,,,,
Task,MGPSUP-2534,56928,Paypal payin session decreasing,matthieu,roxana,Critical,In progress,Done,2019-06-10 11:25,2019-08-22 09:38,,API,paypal,,,
Bug,MGPSUP-2526,56896,PayIn Card Web: Wrong redirection on Cancel in PayLine page,oriane.gossiaux,mathieu.chauveau,Critical,Fix pending,,2019-06-06 18:19,2019-08-27 16:20,,API,payline,,,
Task,MGPSUP-2512,56720,"Payments on Barclaycard contract failed with PSP Tech error, but no trace of transaction in payline",,tikhoze.banda,Critical,Done,Fixed,2019-05-17 13:56,2019-08-23 11:49,,API,bugfix,,,
Task,MGPSUP-2510,56693,MultiJson parse error (504: Gateway time-out),mickael.pois,roxana,Critical,To product,,2019-05-16 12:18,2019-08-23 11:50,,API,bugfix,,,
Task,MGPSUP-2498,56604,payin created and debited with no trace of POST request,taher.sehli,tikhoze.banda,Critical,Done,Fixed,2019-05-08 15:47,2019-05-10 11:48,,,,,,
Task,MGPSUP-2497,56603,PAYOUT_NORMAL_REFUND was created for a refund of a refund transaction,roxana,tikhoze.banda,Critical,Done,Fixed,2019-05-08 15:36,2019-05-27 14:43,,,,,,
Bug,MGPSUP-2486,56491,Understand the second call creation ended in 401 Unauthorized,mickael.pois,roxana,Critical,Done,Fixed,2019-04-30 17:23,2019-07-01 12:12,,,,,,
Task,MGPSUP-2484,56446,Bank Transfers to Banking Aliases not validated,matthieu,sebastian.vetter,Critical,Done,Fixed,2019-04-26 11:14,2019-04-29 15:38,,,,,,
Task,MGPSUP-2481,56361,Pay-in stuck in CREATED status,removed85,tikhoze.banda,Critical,Done,Fixed,2019-04-17 10:11,2019-06-10 10:08,,,update_production,,,
Task,MGPSUP-2471,56221,Check if some users have reached KYC limitations on this huge Leetchi moneypot,removed60,mickael.pois,Critical,Done,Fixed,2019-04-05 10:41,2019-04-05 11:39,2019-04-05 00:00,,,,,
Task,MGPSUP-2469,56219,Temporary rate limit increase request for plumfintech to manage bulk wallet creation,farah.chabchoub,tikhoze.banda,Critical,Won't Do,Done,2019-04-05 10:25,2019-04-24 13:54,,,,,,
Task,MGPSUP-2453,56036,Configuration compte bancaire dans client billing et génération des batches de payouts,,julien.job,Critical,Done,Fixed,2019-03-25 11:09,2019-03-26 13:47,,,,,,
Task,MGPSUP-2446,55995,Countries with NULL values for CountryShort and MainMarketCountryShort,matthieu,furhanah.azharuddin,Critical,Fix pending,,2019-03-20 18:15,2019-07-31 17:58,,API,database,,,
Bug,MGPSUP-2442,55952,BankingAlias feature TGT2 (TARGET2) payments aren't shown in our backoffice and also not in the dashboard,,richard.kaffka,Critical,Done,Fixed,2019-03-18 17:13,2019-03-28 12:54,,,,,,
Bug,MGPSUP-2440,55934,"Find out why a GCL mandate is in ""Generic Operation Error""",mickael.pois,removed91,Critical,Fix pending,,2019-03-15 17:51,2019-07-31 17:58,,API,gocardless,mandate,,
Task,MGPSUP-2439,55931,Impossible to create first access with right data,oriane.gossiaux,maxence.busson,Critical,Done,Fixed,2019-03-15 16:05,2019-03-21 14:56,,,,,,
Task,MGPSUP-2438,55929,Return funds of bounced DirectDebit refunds,roxana,maxence.busson,Critical,Done,Fixed,2019-03-15 15:45,2019-07-31 17:32,,API,gocardless,,,
Task,MGPSUP-2437,55928,"Find out why we don't have any GCLTransactionRef related to a ""Paid Out"" payin",nicolas.gicquel,removed91,Critical,Done,Fixed,2019-03-15 15:41,2019-08-01 19:10,,,,,,
Bug,MGPSUP-2434,55890,Refunds never received by client since January 2019,removed91,richard.kaffka,Critical,Done,Fixed,2019-03-14 11:30,2019-03-19 15:04,,,,,,
Task,MGPSUP-2430,55855,ilokyou client is creating users with a date of birth in the future,mickael.pois,mickael.pois,Critical,Done,Fixed,2019-03-12 11:41,2019-04-04 10:26,,,,,,
Bug,MGPSUP-2429,55846,Payout not possible as no bank account can be created,oriane.gossiaux,richard.kaffka,Critical,Done,Fixed,2019-03-11 15:47,2019-08-22 09:44,,API,SWIFT,,,
Task,MGPSUP-2427,55824,Client fineclubltd is requesting sandbox IDs on prod,roxana,julien.guille,Critical,Open,,2019-03-08 18:09,2019-08-14 11:19,,QA,RateLimit,,,
Task,MGPSUP-2424,55813,Réactivation compte bancaire client billing,richard.prodhomme,julien.job,Critical,Done,Fixed,2019-03-08 11:36,2019-03-26 13:46,,,update_production,,,
Task,MGPSUP-2422,55809,Authentication error 401 Unauthorized - object created,mickael.pois,roxana,Critical,Done,Fixed,2019-03-08 10:04,2019-04-30 11:09,,,,,,
Bug,MGPSUP-2417,55799,South America payin's failed with an unknown error,ali.belabbas,richard.kaffka,Critical,Done,Fixed,2019-03-06 18:41,2019-03-19 16:20,,,,,,
Task,MGPSUP-2415,55769,"[Production/sandbox] Payout stuck in CREATED: ""Compliance engine unavailable""",mickael.pois,maxence.busson,Critical,Won't Do,Done,2019-03-05 16:50,2019-06-05 10:34,,,,,,
Task,MGPSUP-2414,55768,Réactivation d'un client V2.0,nicolas.gicquel,julien.job,Critical,Done,Fixed,2019-03-05 16:27,2019-03-06 14:48,,,update_production,,,
Task,MGPSUP-2412,55763,RateLimit: Chouette is making too many GET calls,ali.belabbas,furhanah.azharuddin,Critical,Done,Fixed,2019-03-05 11:58,2019-03-05 14:43,,,,,,
Task,MGPSUP-2402,55688,Switch Client to NEW AML rules in sandbox,,wladimir.dharcourt,Critical,Done,Fixed,2019-02-26 16:56,2019-07-30 17:03,,,,,,
Task,MGPSUP-2401,55687,Switch Client to NEW AML rules,taher.sehli,wladimir.dharcourt,Critical,Done,Fixed,2019-02-26 16:54,2019-03-01 14:27,,,,,,
Task,MGPSUP-2379,55422,Client chouette is sending the same documents in a loop process,ali.belabbas,julien.guille,Critical,Done,,2019-02-08 10:55,2019-04-25 17:51,,,,,,
Task,MGPSUP-2355,55265,GoCardless bug causes mandates not to be created in mangopay for valid bank details,,tikhoze.banda,Critical,Done,,2019-01-30 10:17,2019-02-15 10:47,,,,,,
Task,MGPSUP-2352,55235,Client pkj123456 hit the rate limiting on sandbox,ali.belabbas,julien.guille,Critical,Done,,2019-01-28 14:21,2019-02-06 15:25,,,,,,
Task,MGPSUP-2348,55190,Xantia client's LicenceType is not well sync with MGP client's LicenceType,nicolas.gicquel,mickael.pois,Critical,Done,,2019-01-24 11:49,2019-02-05 10:34,,,,,,
Task,MGPSUP-2345,55169,Some of our logs disappeared for recent payments,oriane.gossiaux,maxence.busson,Critical,Done,Fixed,2019-01-22 11:55,2019-08-20 14:10,,API,logs,,,
Task,MGPSUP-2331,55102,Payin Failed SDD - PSP technical error,taher.sehli,roxana,Critical,Done,,2019-01-16 17:57,2019-01-18 14:20,2019-01-18 00:00,,,,,
Task,MGPSUP-2320,55040,Preauth on status CREATED following incident the 10/01/2019,removed85,ali.belabbas,Critical,Done,,2019-01-14 10:40,2019-02-05 09:59,2019-01-14 00:00,,,,,
Task,MGPSUP-2303,54931,Document KYC absent,julien.job,julien.job,Critical,Done,,2019-01-07 14:58,2019-02-19 10:33,,,,,,
Task,MGPSUP-2297,54846,Analysis and work around for Payouts smaller than 10cts for Vinted,,florian,Critical,Done,Fixed,2018-12-27 17:46,2019-04-18 10:56,,,,,,
Task,MGPSUP-2296,54845,Analysis on Sofort failure rate for Vinted,,florian,Critical,Done,Fixed,2018-12-27 17:40,2019-04-18 10:56,,,,,,
Task,MGPSUP-2295,54844,Analysis on German credit card failure for Vinted,,florian,Critical,Done,Fixed,2018-12-27 17:35,2019-04-18 10:55,,,,,,
Task,MGPSUP-2292,54805,Payment Direct Debit SDD on error PSP Technical error ,removed91,ali.belabbas,Critical,Done,Fixed,2018-12-21 18:21,2019-08-22 11:55,,API,gocardless,,,
Task,MGPSUP-2256,54528,Incident Payline 02/12/2018 - payin Failed on MGP but charged on Payline,ali.belabbas,roxana,Critical,Done,Done,2018-12-03 19:16,2018-12-21 14:07,,,,,,
Task,MGPSUP-2254,54509,Transaction got canceled with max 40 characters error,oriane.gossiaux,richard.kaffka,Critical,Won't Do,,2018-12-03 14:51,2019-01-03 10:09,,,,,,
Task,MGPSUP-2199,53721,Successful GCL payments are stuck in CREATED on MP,removed91,tikhoze.banda,Critical,Done,Done,2018-10-25 16:18,2019-08-01 19:10,,,,,,
Task,MGPSUP-2198,53702,Switch some Sandbox clients to AML4 rules on Xantia side,taher.sehli,wladimir.dharcourt,Critical,Done,Done,2018-10-25 12:20,2018-10-26 13:20,,,,,,
Task,MGPSUP-2194,53650,Switch some clients to AML4 rules on Xantia side,removed85,mickael.pois,Critical,Done,Done,2018-10-22 18:49,2018-10-25 14:47,2018-10-23 00:00,,update_production,xantia,,
Task,MGPSUP-2193,53599,PSP configuration error - slow-cosmetique59,ali.belabbas,maxence.busson,Critical,Done,Done,2018-10-19 17:58,2018-10-23 13:57,,,,,,
Task,MGPSUP-2192,53589,Payout non mis en batch suite à la release Wombat,richard.prodhomme,julien.job,Critical,Done,Done,2018-10-19 12:09,2018-10-24 15:02,,,,,,
Task,MGPSUP-2180,53505,The client Nannybag is offering JCB as a mean of payment but Mangopay does not ,roxana,removed91,Critical,Done,Done,2018-10-12 17:48,2018-10-16 08:52,,,,,,
Task,MGPSUP-2170,53457,Refund in CREATED status and not created in paylines side,removed91,tikhoze.banda,Critical,Done,Done,2018-10-09 15:43,2018-10-12 17:54,,,,,,
Task,MGPSUP-2147,53154,Banking Aliases feature,,richard.kaffka,Critical,Done,Done,2018-09-13 17:54,2018-09-17 12:19,,,,,,
Task,MGPSUP-2144,53110,Giropay issues and terrible conversion rate,ali.belabbas,richard.kaffka,Critical,Done,Fixed,2018-09-12 17:32,2019-06-05 14:03,,,,,,
Task,MGPSUP-2143,53099,Vinted-fr would like the 15 minute rate limit bucket increased,farah.chabchoub,tikhoze.banda,Critical,Done,Done,2018-09-12 14:01,2018-09-13 14:12,,,,,,
Task,MGPSUP-2129,52873,Création d'une dette sur le wallet répudiation de chrono24,removed91,removed91,Critical,Done,Done,2018-08-31 16:57,2018-09-12 17:41,,,,,,
Task,MGPSUP-2128,52860,Extract Dispute info for Okpal,taher.sehli,mickael.pois,Critical,Done,Done,2018-08-31 09:33,2018-11-12 12:08,,,,,,
Task,MGPSUP-2127,52838,Refunds GIROPAY  stuck in Created,richard.kaffka,richard.kaffka,Critical,Done,Done,2018-08-30 10:49,2018-12-20 13:23,,,,,,
Task,MGPSUP-2126,52837,Refunds GIROPAY stuck in Created,removed91,richard.kaffka,Critical,Done,Done,2018-08-30 10:48,2018-08-31 11:59,,,,,,
Task,MGPSUP-2100,51999,"Client creating refunds with the full amount in ""fees""",richard.kaffka,removed91,Critical,Done,Done,2018-08-08 18:00,2018-08-29 15:15,,,,,,
Task,MGPSUP-2075,51790,Close all payins pending refunds with CREATED status > 1h,laurine.taing,imane.rahmoun,Critical,Done,Done,2018-07-25 11:47,2018-08-06 13:18,,,update_production,,,
Task,MGPSUP-2074,51786,"Get Compliance infos for every contributors of ""Civilfleet"" moneypot",laurine.taing,mickael.pois,Critical,Done,Done,2018-07-24 18:00,2018-07-26 10:59,,,,,,
Task,MGPSUP-2068,51731,"Giropay payment failed, but funds have been deducted from the account",removed91,richard.kaffka,Critical,Done,Done,2018-07-23 14:34,2018-07-25 17:34,,,,,,
Task,MGPSUP-2064,51702,"SOFORT payment failed, but funds have been deducted",removed91,richard.kaffka,Critical,Done,Done,2018-07-20 13:05,2018-07-20 18:06,,,,,,
Task,MGPSUP-2062,51687,delcampeprod are a making an huge number of GET on Production ,roxana,farah.chabchoub,Critical,Done,Done,2018-07-19 12:16,2018-07-23 15:17,,,,,,
Task,MGPSUP-2057,51638,Users being returned to MANGOPAY error after 3D secure validation,mickael.pois,tikhoze.banda,Critical,Done,,2018-07-16 18:03,2019-02-19 12:20,,,,,,
Task,MGPSUP-2052,51608,Report desynchronization,mickael.pois,richard.kaffka,Critical,Done,Done,2018-07-13 10:25,2018-07-23 15:59,,,,,,
Task,MGPSUP-2037,51508,Payment refused by bank as the payment taken was set up for a credit card but the user was using their debit card,matthieu,tikhoze.banda,Critical,Done,Done,2018-07-06 14:46,2018-08-03 14:24,,,,,,
Task,MGPSUP-2020,51403,Analysis for refunds with CREATED status,matthieu,imane.rahmoun,Critical,Done,Done,2018-06-26 16:31,2018-10-04 10:08,,,,,,
Task,MGPSUP-2016,51379,Chrono24 Wallet out of sync,,sebastian.vetter,Critical,Done,Done,2018-06-22 16:04,2018-06-26 10:42,,,,,,
Task,MGPSUP-2015,51372,Close all pending refunds with CREATED status > 1h,laurine.taing,imane.rahmoun,Critical,Done,Done,2018-06-22 11:38,2018-07-25 11:47,,,update_production,,,
Task,MGPSUP-2013,51340,Analyze Compliance potential issues on every transactions done on June 10th,taher.sehli,mickael.pois,Critical,Done,Done,2018-06-20 10:56,2018-06-21 15:05,2018-06-21 00:00,,incident,xantia,,
Task,MGPSUP-2007,51319,"Analyze KYC Level update done on June 10th, compare it to Xantia KYC Level values and re-sync if needed ",richard.prodhomme,mickael.pois,Critical,Done,Done,2018-06-18 17:00,2018-06-19 12:29,,,,,,
Task,MGPSUP-1988,51177,Slowness issue for reporting creation,furhanah.azharuddin,fabien.beauche,Critical,Done,Done,2018-06-05 17:48,2018-06-14 18:36,,,,,,
Task,MGPSUP-1981,51144,"Sofort payment failed, but was deducted from bank account ",removed91,mahmoud.nahawandi,Critical,Done,Done,2018-06-04 14:57,2018-07-02 12:40,,,,,,
Task,MGPSUP-1961,50888,Refund created during issue on 04/05/2018 is still in CREATED status,,tikhoze.banda,Critical,Done,Done,2018-05-14 17:55,2018-06-26 10:33,,,,,,
Task,MGPSUP-1953,50846,External server communication error when attempting to debit a pre-authorisation,matthieu,tikhoze.banda,Critical,Done,Done,2018-05-10 13:05,2018-06-26 12:04,,,,,,
Task,MGPSUP-1950,50841,JP Morgan is blocking payments as the merchant MANGOPAY is on high fraud alert,tikhoze.banda,tikhoze.banda,Critical,Done,Done,2018-05-09 12:39,2018-06-28 17:57,,,,,,
